Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRI47,14.7,Low Fat,0.02,Hard Drinks,144.51,OUT018,2009,Medium,Tier 3,Supermarket Type2,2588.63
FDG22,17.6,Regular,0.04,Snack Foods,37.22,OUT017,2007,,Tier 2,Supermarket Type1,366.19
FDA13,15.85,Low Fat,0.08,Canned,37.85,OUT049,1999,Medium,Tier 1,Supermarket Type1,341.56
FDE46,18.6,Low Fat,0.02,Snack Foods,152.14,OUT046,1997,Small,Tier 1,Supermarket Type1,1813.64
FDX25,16.7,Low Fat,0.10,Canned,180.83,OUT017,2007,,Tier 2,Supermarket Type1,3466.15
FDC58,10.195,Low Fat,0.04,Snack Foods,44.24,OUT017,2007,,Tier 2,Supermarket Type1,703.08
NCA42,6.965,Low Fat,0.03,Household,158.16,OUT017,2007,,Tier 2,Supermarket Type1,2693.83
FDV01,19.2,Regular,0.09,Canned,153.53,OUT049,1999,Medium,Tier 1,Supermarket Type1,2171.84
FDU24,6.78,reg,0.14,Baking Goods,94.21,OUT046,1997,Small,Tier 1,Supermarket Type1,1025.33
FDO51,6.785,Regular,0.04,Meat,44.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,340.89
NCN14,19.1,Low Fat,0.15,Others,185.16,OUT010,1998,,Tier 3,Grocery Store,551.28
FDT37,,Low Fat,0.06,Canned,253.30,OUT019,1985,Small,Tier 1,Grocery Store,510.00
FDY09,15.6,Low Fat,0.04,Snack Foods,174.71,OUT010,1998,,Tier 3,Grocery Store,175.11
NCG06,16.35,Low Fat,0.03,Household,256.96,OUT013,1987,High,Tier 3,Supermarket Type1,4637.96
FDG40,13.65,Low Fat,0.07,Frozen Foods,32.66,OUT010,1998,,Tier 3,Grocery Store,67.91
FDQ47,7.155,Regular,0.17,Breads,33.79,OUT035,2004,Small,Tier 2,Supermarket Type1,882.19
DRH59,10.8,LF,0.10,Hard Drinks,73.94,OUT010,1998,,Tier 3,Grocery Store,73.24
FDH48,13.5,Low Fat,0.06,Baking Goods,85.15,OUT017,2007,,Tier 2,Supermarket Type1,605.88
FDE34,9.195,Low Fat,0.11,Snack Foods,181.26,OUT035,2004,Small,Tier 2,Supermarket Type1,2362.92
NCM05,6.825,Low Fat,0.06,Health and Hygiene,262.42,OUT049,1999,Medium,Tier 1,Supermarket Type1,3964.84
FDU55,16.2,Low Fat,0.04,Fruits and Vegetables,260.33,OUT049,1999,Medium,Tier 1,Supermarket Type1,7549.51
FDS60,20.85,Low Fat,0.03,Baking Goods,178.37,OUT035,2004,Small,Tier 2,Supermarket Type1,4673.92
FDZ32,7.785,Regular,0.00,Fruits and Vegetables,106.50,OUT013,1987,High,Tier 3,Supermarket Type1,1577.95
FDP12,9.8,Regular,0.05,Baking Goods,36.19,OUT045,2002,,Tier 2,Supermarket Type1,423.45
NCL31,,Low Fat,0.12,Others,143.05,OUT027,1985,Medium,Tier 3,Supermarket Type3,3578.68
FDR32,,Regular,0.15,Fruits and Vegetables,229.37,OUT019,1985,Small,Tier 1,Grocery Store,228.37
FDL08,,Low Fat,0.05,Fruits and Vegetables,245.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,3675.22
FDY34,10.5,Regular,0.01,Snack Foods,164.38,OUT049,1999,Medium,Tier 1,Supermarket Type1,1823.63
DRG23,8.88,Low Fat,0.00,Hard Drinks,154.07,OUT018,2009,Medium,Tier 3,Supermarket Type2,2896.90
FDD04,16,Low Fat,0.09,Dairy,143.42,OUT013,1987,High,Tier 3,Supermarket Type1,1985.42
FDX37,16.2,Low Fat,0.06,Canned,98.17,OUT017,2007,,Tier 2,Supermarket Type1,2696.49
FDM09,11.15,Regular,0.09,Snack Foods,170.58,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.23
FDA52,16.2,Regular,0.13,Frozen Foods,178.14,OUT013,1987,High,Tier 3,Supermarket Type1,3881.61
NCV41,14.35,Low Fat,0.02,Health and Hygiene,110.32,OUT018,2009,Medium,Tier 3,Supermarket Type2,552.61
FDB20,7.72,LF,0.05,Fruits and Vegetables,79.80,OUT035,2004,Small,Tier 2,Supermarket Type1,2336.96
FDD28,10.695,Low Fat,0.00,Frozen Foods,60.59,OUT017,2007,,Tier 2,Supermarket Type1,410.13
FDI38,13.35,Regular,0.02,Canned,205.76,OUT010,1998,,Tier 3,Grocery Store,621.19
FDA28,16.1,Regular,0.05,Frozen Foods,126.14,OUT035,2004,Small,Tier 2,Supermarket Type1,3271.74
FDB32,,Low Fat,0.02,Fruits and Vegetables,94.88,OUT027,1985,Medium,Tier 3,Supermarket Type3,4036.75
NCS54,13.6,Low Fat,0.01,Household,175.54,OUT035,2004,Small,Tier 2,Supermarket Type1,3705.18
NCA17,20.6,Low Fat,0.05,Health and Hygiene,150.94,OUT017,2007,,Tier 2,Supermarket Type1,4026.76
FDR14,11.65,Low Fat,0.17,Dairy,52.33,OUT013,1987,High,Tier 3,Supermarket Type1,269.65
FDS58,9.285,Regular,0.02,Snack Foods,160.06,OUT049,1999,Medium,Tier 1,Supermarket Type1,2567.32
FDU08,10.3,Low Fat,0.03,Fruits and Vegetables,97.30,OUT018,2009,Medium,Tier 3,Supermarket Type2,694.43
FDI60,7.22,Regular,0.06,Baking Goods,61.25,OUT010,1998,,Tier 3,Grocery Store,126.50
FDU40,20.85,Low Fat,0.04,Frozen Foods,195.35,OUT018,2009,Medium,Tier 3,Supermarket Type2,1937.48
FDX46,,Regular,0.06,Snack Foods,57.56,OUT027,1985,Medium,Tier 3,Supermarket Type3,2548.02
FDG41,8.84,Regular,0.08,Frozen Foods,112.02,OUT017,2007,,Tier 2,Supermarket Type1,1215.75
FDD14,,LF,0.30,Canned,185.43,OUT019,1985,Small,Tier 1,Grocery Store,368.85
FDX45,,Low Fat,0.10,Snack Foods,156.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,4850.35
NCN30,16.35,Low Fat,0.02,Household,98.54,OUT035,2004,Small,Tier 2,Supermarket Type1,772.33
DRH13,8.575,Low Fat,0.02,Soft Drinks,106.63,OUT046,1997,Small,Tier 1,Supermarket Type1,958.75
NCP30,20.5,Low Fat,0.03,Household,39.38,OUT017,2007,,Tier 2,Supermarket Type1,314.26
FDT52,9.695,Regular,0.05,Frozen Foods,245.81,OUT046,1997,Small,Tier 1,Supermarket Type1,3430.20
FDS36,8.38,Regular,0.05,Baking Goods,110.16,OUT017,2007,,Tier 2,Supermarket Type1,3185.85
FDB03,17.75,Regular,0.16,Dairy,239.15,OUT018,2009,Medium,Tier 3,Supermarket Type2,4326.37
FDO09,13.5,Regular,0.13,Snack Foods,262.19,OUT046,1997,Small,Tier 1,Supermarket Type1,2366.92
FDD28,,Low Fat,0.05,Frozen Foods,59.59,OUT027,1985,Medium,Tier 3,Supermarket Type3,1640.53
FDF08,14.3,Regular,0.07,Fruits and Vegetables,89.19,OUT045,2002,,Tier 2,Supermarket Type1,1845.60
FDB49,8.3,Regular,0.05,Baking Goods,97.64,OUT010,1998,,Tier 3,Grocery Store,197.08
FDB08,6.055,Low Fat,0.00,Fruits and Vegetables,162.36,OUT035,2004,Small,Tier 2,Supermarket Type1,1604.58
NCP06,20.7,Low Fat,0.04,Household,150.74,OUT049,1999,Medium,Tier 1,Supermarket Type1,3325.01
FDH28,15.85,Regular,0.11,Frozen Foods,37.35,OUT045,2002,,Tier 2,Supermarket Type1,341.56
FDU20,,Regular,0.04,Fruits and Vegetables,120.71,OUT019,1985,Small,Tier 1,Grocery Store,361.53
DRB25,12.3,Low Fat,0.07,Soft Drinks,107.49,OUT017,2007,,Tier 2,Supermarket Type1,2358.26
NCM30,19.1,Low Fat,0.07,Household,40.88,OUT017,2007,,Tier 2,Supermarket Type1,371.52
FDU57,8.27,Regular,0.15,Snack Foods,152.07,OUT010,1998,,Tier 3,Grocery Store,451.41
FDF56,,Regular,0.21,Fruits and Vegetables,179.20,OUT019,1985,Small,Tier 1,Grocery Store,543.29
NCT30,9.1,Low Fat,0.08,Household,47.27,OUT035,2004,Small,Tier 2,Supermarket Type1,850.89
FDX15,17.2,Low Fat,0.16,Meat,160.66,OUT018,2009,Medium,Tier 3,Supermarket Type2,1925.49
FDX58,13.15,low fat,0.04,Snack Foods,181.30,OUT017,2007,,Tier 2,Supermarket Type1,4028.09
FDQ08,15.7,Regular,0.03,Fruits and Vegetables,63.15,OUT010,1998,,Tier 3,Grocery Store,122.51
DRL23,18.35,Low Fat,0.02,Hard Drinks,106.19,OUT013,1987,High,Tier 3,Supermarket Type1,1607.91
FDA25,16.5,Regular,0.07,Canned,104.60,OUT035,2004,Small,Tier 2,Supermarket Type1,2889.57
FDV09,12.1,Low Fat,0.02,Snack Foods,147.57,OUT049,1999,Medium,Tier 1,Supermarket Type1,3414.89
FDQ46,7.51,Low Fat,0.10,Snack Foods,111.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.80
FDH41,,Low Fat,0.08,Frozen Foods,214.75,OUT027,1985,Medium,Tier 3,Supermarket Type3,5806.44
FDY20,12.5,Regular,0.08,Fruits and Vegetables,91.45,OUT017,2007,,Tier 2,Supermarket Type1,1086.59
FDO37,8.06,Low Fat,0.02,Breakfast,231.73,OUT035,2004,Small,Tier 2,Supermarket Type1,5313.75
FDZ55,6.055,Low Fat,0.03,Fruits and Vegetables,160.89,OUT045,2002,,Tier 2,Supermarket Type1,1917.50
FDS32,,Regular,0.03,Fruits and Vegetables,141.98,OUT027,1985,Medium,Tier 3,Supermarket Type3,4355.00
FDV50,14.3,Low Fat,0.12,Dairy,124.37,OUT049,1999,Medium,Tier 1,Supermarket Type1,2093.94
NCV30,20.2,Low Fat,0.07,Household,61.35,OUT045,2002,,Tier 2,Supermarket Type1,1201.77
FDP16,18.6,Low Fat,0.04,Frozen Foods,244.08,OUT018,2009,Medium,Tier 3,Supermarket Type2,3193.84
FDW39,6.69,Regular,0.04,Meat,175.04,OUT046,1997,Small,Tier 1,Supermarket Type1,2117.24
FDN39,19.35,Regular,0.00,Meat,169.08,OUT013,1987,High,Tier 3,Supermarket Type1,3523.41
FDV55,17.75,Low Fat,0.06,Fruits and Vegetables,145.64,OUT049,1999,Medium,Tier 1,Supermarket Type1,2467.45
FDZ20,16.1,Low Fat,0.03,Fruits and Vegetables,253.24,OUT035,2004,Small,Tier 2,Supermarket Type1,5849.72
FDK02,12.5,Low Fat,0.11,Canned,120.44,OUT049,1999,Medium,Tier 1,Supermarket Type1,1438.13
FDK10,5.785,Regular,0.04,Snack Foods,177.87,OUT018,2009,Medium,Tier 3,Supermarket Type2,4853.68
NCQ41,14.8,Low Fat,0.02,Health and Hygiene,193.78,OUT018,2009,Medium,Tier 3,Supermarket Type2,2926.19
FDA11,7.75,Low Fat,0.04,Baking Goods,94.34,OUT017,2007,,Tier 2,Supermarket Type1,2363.59
FDN13,18.6,Low Fat,0.15,Breakfast,98.54,OUT045,2002,,Tier 2,Supermarket Type1,1306.97
NCA42,6.965,Low Fat,0.05,Household,158.86,OUT010,1998,,Tier 3,Grocery Store,316.92
NCX30,16.7,Low Fat,0.03,Household,245.88,OUT013,1987,High,Tier 3,Supermarket Type1,4210.52
FDL10,,Low Fat,0.04,Snack Foods,99.50,OUT027,1985,Medium,Tier 3,Supermarket Type3,1884.88
FDQ33,13.35,Low Fat,0.09,Snack Foods,150.37,OUT049,1999,Medium,Tier 1,Supermarket Type1,4363.65
NCE42,21.1,Low Fat,0.01,Household,235.40,OUT046,1997,Small,Tier 1,Supermarket Type1,3271.74
FDH58,12.3,Low Fat,0.00,Snack Foods,116.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,1842.93
FDF33,7.97,Low Fat,0.02,Seafood,105.96,OUT045,2002,,Tier 2,Supermarket Type1,2049.33
DRK49,14.15,Low Fat,0.04,Soft Drinks,41.01,OUT035,2004,Small,Tier 2,Supermarket Type1,771.66
NCK19,9.8,Low Fat,0.09,Others,193.65,OUT046,1997,Small,Tier 1,Supermarket Type1,3099.96
FDT24,,Regular,0.00,Baking Goods,75.93,OUT027,1985,Medium,Tier 3,Supermarket Type3,3012.08
FDI57,19.85,Low Fat,0.05,Seafood,196.08,OUT018,2009,Medium,Tier 3,Supermarket Type2,5518.15
NCQ06,,Low Fat,0.04,Household,253.60,OUT027,1985,Medium,Tier 3,Supermarket Type3,6630.04
FDB16,8.21,Low Fat,0.04,Dairy,87.32,OUT013,1987,High,Tier 3,Supermarket Type1,610.54
FDB57,20.25,Regular,0.02,Fruits and Vegetables,220.68,OUT046,1997,Small,Tier 1,Supermarket Type1,2223.77
DRD13,15,Low Fat,0.05,Soft Drinks,65.72,OUT018,2009,Medium,Tier 3,Supermarket Type2,575.25
FDC41,15.6,Low Fat,0.12,Frozen Foods,75.57,OUT013,1987,High,Tier 3,Supermarket Type1,1684.47
FDW59,13.15,Low Fat,0.02,Breads,86.36,OUT013,1987,High,Tier 3,Supermarket Type1,1099.24
FDO49,10.6,Regular,0.03,Breakfast,48.90,OUT049,1999,Medium,Tier 1,Supermarket Type1,708.41
FDO08,11.1,Regular,0.09,Fruits and Vegetables,164.05,OUT010,1998,,Tier 3,Grocery Store,164.45
NCV06,,Low Fat,0.12,Household,195.25,OUT019,1985,Small,Tier 1,Grocery Store,193.75
NCY06,15.25,Low Fat,0.06,Household,132.10,OUT046,1997,Small,Tier 1,Supermarket Type1,3914.90
FDL03,19.25,Regular,0.03,Meat,194.81,OUT018,2009,Medium,Tier 3,Supermarket Type2,2160.52
NCL31,7.39,LF,0.12,Others,145.15,OUT049,1999,Medium,Tier 1,Supermarket Type1,5296.44
FDU46,10.3,Regular,0.01,Snack Foods,86.65,OUT017,2007,,Tier 2,Supermarket Type1,2423.51
FDF04,17.5,Low Fat,0.01,Frozen Foods,259.23,OUT017,2007,,Tier 2,Supermarket Type1,2841.63
FDX31,,Regular,0.00,Fruits and Vegetables,234.80,OUT019,1985,Small,Tier 1,Grocery Store,467.39
FDI24,10.3,Low Fat,0.08,Baking Goods,178.44,OUT035,2004,Small,Tier 2,Supermarket Type1,2822.99
FDY28,,Regular,0.27,Frozen Foods,215.62,OUT019,1985,Small,Tier 1,Grocery Store,641.17
DRN11,7.85,Low Fat,0.16,Hard Drinks,143.34,OUT017,2007,,Tier 2,Supermarket Type1,1596.59
FDB10,10,Low Fat,0.07,Snack Foods,234.36,OUT049,1999,Medium,Tier 1,Supermarket Type1,3072.67
FDI60,7.22,Regular,0.04,Baking Goods,61.85,OUT046,1997,Small,Tier 1,Supermarket Type1,822.26
FDN15,,Low Fat,0.02,Meat,139.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,2936.18
NCE18,10,Low Fat,0.02,Household,248.38,OUT035,2004,Small,Tier 2,Supermarket Type1,7240.58
NCE43,,LF,0.10,Household,171.24,OUT027,1985,Medium,Tier 3,Supermarket Type3,4602.01
NCN53,5.175,Low Fat,0.03,Health and Hygiene,33.29,OUT018,2009,Medium,Tier 3,Supermarket Type2,635.17
NCX41,,Low Fat,0.03,Health and Hygiene,210.52,OUT019,1985,Small,Tier 1,Grocery Store,1482.07
FDO52,11.6,Regular,0.08,Frozen Foods,172.41,OUT013,1987,High,Tier 3,Supermarket Type1,1540.00
FDW45,18,Low Fat,0.04,Snack Foods,148.64,OUT013,1987,High,Tier 3,Supermarket Type1,2795.69
FDN45,,Low Fat,0.12,Snack Foods,222.71,OUT027,1985,Medium,Tier 3,Supermarket Type3,4026.76
FDD38,16.75,Regular,0.01,Canned,101.97,OUT017,2007,,Tier 2,Supermarket Type1,1528.01
FDK27,,Low Fat,0.02,Meat,122.28,OUT019,1985,Small,Tier 1,Grocery Store,121.18
FDG40,13.65,Low Fat,0.04,Frozen Foods,32.86,OUT046,1997,Small,Tier 1,Supermarket Type1,645.16
FDA34,11.5,Low Fat,0.01,Starchy Foods,174.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,3635.27
FDX48,17.75,Regular,0.04,Baking Goods,154.07,OUT017,2007,,Tier 2,Supermarket Type1,1390.19
FDY37,,Regular,0.03,Canned,143.65,OUT027,1985,Medium,Tier 3,Supermarket Type3,2862.94
DRE48,8.43,Low Fat,0.02,Soft Drinks,196.08,OUT018,2009,Medium,Tier 3,Supermarket Type2,4138.61
FDT58,9,Low Fat,0.09,Snack Foods,168.78,OUT049,1999,Medium,Tier 1,Supermarket Type1,3355.63
FDA19,7.52,Low Fat,0.09,Fruits and Vegetables,128.80,OUT010,1998,,Tier 3,Grocery Store,128.50
FDG52,13.65,Low Fat,0.07,Frozen Foods,47.64,OUT035,2004,Small,Tier 2,Supermarket Type1,459.40
FDA32,,LF,0.05,Fruits and Vegetables,216.32,OUT019,1985,Small,Tier 1,Grocery Store,215.72
NCM19,12.65,Low Fat,0.05,Others,113.82,OUT045,2002,,Tier 2,Supermarket Type1,1800.32
NCF42,17.35,Low Fat,0.17,Household,176.37,OUT045,2002,,Tier 2,Supermarket Type1,1054.63
FDV23,11,Low Fat,0.11,Breads,126.00,OUT035,2004,Small,Tier 2,Supermarket Type1,871.53
DRA59,8.27,Regular,0.21,Soft Drinks,183.99,OUT010,1998,,Tier 3,Grocery Store,185.09
FDA01,,Regular,0.05,Canned,58.49,OUT027,1985,Medium,Tier 3,Supermarket Type3,1054.63
FDX44,,Low Fat,0.04,Fruits and Vegetables,88.42,OUT027,1985,Medium,Tier 3,Supermarket Type3,2052.00
FDW25,5.175,Low Fat,0.04,Canned,83.22,OUT035,2004,Small,Tier 2,Supermarket Type1,1789.67
NCM05,,Low Fat,0.10,Health and Hygiene,266.02,OUT019,1985,Small,Tier 1,Grocery Store,528.65
NCJ54,9.895,Low Fat,0.06,Household,234.26,OUT035,2004,Small,Tier 2,Supermarket Type1,3717.83
NCK07,10.65,Low Fat,0.05,Others,166.15,OUT018,2009,Medium,Tier 3,Supermarket Type2,1973.43
NCX05,15.2,Low Fat,0.10,Health and Hygiene,116.55,OUT017,2007,,Tier 2,Supermarket Type1,810.94
FDV39,11.3,LF,0.01,Meat,199.34,OUT046,1997,Small,Tier 1,Supermarket Type1,2372.91
FDI19,15.1,low fat,0.00,Meat,244.25,OUT045,2002,,Tier 2,Supermarket Type1,3635.27
FDT12,6.215,Regular,0.05,Baking Goods,226.11,OUT046,1997,Small,Tier 1,Supermarket Type1,4739.83
FDF12,8.235,Low Fat,0.08,Baking Goods,147.61,OUT013,1987,High,Tier 3,Supermarket Type1,3103.96
NCQ54,,Low Fat,0.01,Household,168.35,OUT027,1985,Medium,Tier 3,Supermarket Type3,5221.87
FDU10,10.1,Regular,0.05,Snack Foods,35.68,OUT013,1987,High,Tier 3,Supermarket Type1,633.84
NCK53,11.6,Low Fat,0.04,Health and Hygiene,98.10,OUT018,2009,Medium,Tier 3,Supermarket Type2,2678.51
FDB51,6.92,Low Fat,0.04,Dairy,61.59,OUT046,1997,Small,Tier 1,Supermarket Type1,813.61
FDT10,16.7,reg,0.06,Snack Foods,57.66,OUT017,2007,,Tier 2,Supermarket Type1,533.31
NCU53,5.485,Low Fat,0.04,Health and Hygiene,164.88,OUT013,1987,High,Tier 3,Supermarket Type1,2155.19
FDJ40,13.6,Regular,0.05,Frozen Foods,108.69,OUT013,1987,High,Tier 3,Supermarket Type1,2402.21
NCQ05,,Low Fat,0.04,Health and Hygiene,151.07,OUT019,1985,Small,Tier 1,Grocery Store,451.41
FDV15,10.3,LF,0.15,Meat,103.36,OUT046,1997,Small,Tier 1,Supermarket Type1,3219.81
FDD41,6.765,Regular,0.09,Frozen Foods,105.33,OUT049,1999,Medium,Tier 1,Supermarket Type1,836.24
FDT20,10.5,Low Fat,0.04,Fruits and Vegetables,36.82,OUT045,2002,,Tier 2,Supermarket Type1,772.33
FDM44,12.5,Low Fat,0.03,Fruits and Vegetables,104.10,OUT013,1987,High,Tier 3,Supermarket Type1,309.60
FDG21,17.35,Regular,0.00,Seafood,150.21,OUT045,2002,,Tier 2,Supermarket Type1,5992.20
DRZ11,8.85,Regular,0.11,Soft Drinks,123.34,OUT045,2002,,Tier 2,Supermarket Type1,2972.13
FDC59,16.7,Regular,0.05,Starchy Foods,64.42,OUT018,2009,Medium,Tier 3,Supermarket Type2,830.92
NCD43,8.85,Low Fat,0.02,Household,106.80,OUT045,2002,,Tier 2,Supermarket Type1,1367.55
DRL49,13.15,Low Fat,0.09,Soft Drinks,141.48,OUT010,1998,,Tier 3,Grocery Store,284.96
NCE07,8.18,Low Fat,0.02,Household,140.62,OUT010,1998,,Tier 3,Grocery Store,425.45
FDM02,12.5,Regular,0.07,Canned,88.62,OUT017,2007,,Tier 2,Supermarket Type1,1395.52
DRJ49,6.865,Low Fat,0.01,Soft Drinks,127.37,OUT017,2007,,Tier 2,Supermarket Type1,1679.15
FDY25,12,Low Fat,0.03,Canned,180.20,OUT018,2009,Medium,Tier 3,Supermarket Type2,3984.15
DRH39,,low fat,0.00,Dairy,75.97,OUT019,1985,Small,Tier 1,Grocery Store,153.13
FDB09,,Low Fat,0.10,Fruits and Vegetables,123.10,OUT019,1985,Small,Tier 1,Grocery Store,124.50
FDM38,5.885,Regular,0.09,Canned,54.20,OUT046,1997,Small,Tier 1,Supermarket Type1,999.37
FDY22,16.5,Regular,0.16,Snack Foods,142.41,OUT035,2004,Small,Tier 2,Supermarket Type1,575.25
FDP48,7.52,Regular,0.04,Baking Goods,181.40,OUT017,2007,,Tier 2,Supermarket Type1,2563.33
NCT05,10.895,Low Fat,0.02,Health and Hygiene,256.57,OUT013,1987,High,Tier 3,Supermarket Type1,4090.68
NCS06,7.935,Low Fat,0.00,Household,263.69,OUT046,1997,Small,Tier 1,Supermarket Type1,788.97
FDD47,7.6,Regular,0.14,Starchy Foods,172.34,OUT049,1999,Medium,Tier 1,Supermarket Type1,4431.56
FDZ49,11,Regular,0.13,Canned,218.78,OUT045,2002,,Tier 2,Supermarket Type1,2203.80
FDW59,13.15,Low Fat,0.02,Breads,82.76,OUT035,2004,Small,Tier 2,Supermarket Type1,1691.13
DRO47,10.195,Low Fat,0.11,Hard Drinks,111.69,OUT049,1999,Medium,Tier 1,Supermarket Type1,2263.72
FDR46,16.85,Low Fat,0.14,Snack Foods,147.78,OUT045,2002,,Tier 2,Supermarket Type1,2490.09
FDY59,8.195,Low Fat,0.03,Baking Goods,93.65,OUT013,1987,High,Tier 3,Supermarket Type1,925.46
NCU05,11.8,Low Fat,0.06,Health and Hygiene,79.16,OUT045,2002,,Tier 2,Supermarket Type1,2336.29
DRJ25,14.6,Low Fat,0.15,Soft Drinks,47.57,OUT018,2009,Medium,Tier 3,Supermarket Type2,443.42
FDU28,19.2,Regular,0.09,Frozen Foods,189.82,OUT046,1997,Small,Tier 1,Supermarket Type1,942.11
FDL50,12.15,Regular,0.04,Canned,125.40,OUT049,1999,Medium,Tier 1,Supermarket Type1,1867.57
FDA43,10.895,Low Fat,0.06,Fruits and Vegetables,194.18,OUT018,2009,Medium,Tier 3,Supermarket Type2,2340.95
FDD08,,Low Fat,0.04,Fruits and Vegetables,37.85,OUT027,1985,Medium,Tier 3,Supermarket Type3,417.46
FDJ57,7.42,Regular,0.02,Seafood,187.76,OUT018,2009,Medium,Tier 3,Supermarket Type2,2600.61
FDC39,7.405,Low Fat,0.16,Dairy,207.13,OUT035,2004,Small,Tier 2,Supermarket Type1,3739.13
FDQ58,7.315,Low Fat,0.00,Snack Foods,153.73,OUT035,2004,Small,Tier 2,Supermarket Type1,2756.41
FDA22,7.435,Low Fat,0.08,Starchy Foods,168.62,OUT035,2004,Small,Tier 2,Supermarket Type1,4512.13
FDP39,12.65,Low Fat,0.07,Meat,51.83,OUT049,1999,Medium,Tier 1,Supermarket Type1,1090.58
FDV44,8.365,Regular,0.04,Fruits and Vegetables,191.62,OUT035,2004,Small,Tier 2,Supermarket Type1,2094.61
FDE04,19.75,Regular,0.02,Frozen Foods,181.57,OUT035,2004,Small,Tier 2,Supermarket Type1,2876.26
NCO30,19.5,Low Fat,0.02,Household,181.86,OUT013,1987,High,Tier 3,Supermarket Type1,4042.74
FDA44,19.7,Low Fat,0.05,Fruits and Vegetables,56.79,OUT045,2002,,Tier 2,Supermarket Type1,848.90
FDI16,14,Regular,0.23,Frozen Foods,54.36,OUT010,1998,,Tier 3,Grocery Store,159.79
FDM15,11.8,Regular,0.06,Meat,149.54,OUT035,2004,Small,Tier 2,Supermarket Type1,1813.64
DRJ13,12.65,Low Fat,0.06,Soft Drinks,160.96,OUT035,2004,Small,Tier 2,Supermarket Type1,4332.36
FDT48,,Low Fat,0.00,Baking Goods,196.51,OUT027,1985,Medium,Tier 3,Supermarket Type3,793.63
FDH33,12.85,Low Fat,0.12,Snack Foods,45.14,OUT046,1997,Small,Tier 1,Supermarket Type1,527.31
FDE14,13.65,Regular,0.03,Canned,100.07,OUT035,2004,Small,Tier 2,Supermarket Type1,2596.62
FDE26,9.3,Low Fat,0.09,Canned,143.38,OUT013,1987,High,Tier 3,Supermarket Type1,3034.05
FDN08,7.72,Regular,0.00,Fruits and Vegetables,117.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,1296.31
NCO29,11.15,Low Fat,0.03,Health and Hygiene,164.35,OUT018,2009,Medium,Tier 3,Supermarket Type2,2960.15
FDK60,16.5,Regular,0.09,Baking Goods,95.21,OUT049,1999,Medium,Tier 1,Supermarket Type1,777.65
FDX40,,Low Fat,0.17,Frozen Foods,39.92,OUT019,1985,Small,Tier 1,Grocery Store,38.62
FDX15,17.2,LF,0.16,Meat,162.46,OUT049,1999,Medium,Tier 1,Supermarket Type1,2888.24
FDO28,,Low Fat,0.07,Frozen Foods,121.61,OUT027,1985,Medium,Tier 3,Supermarket Type3,482.04
NCL05,19.6,Low Fat,0.05,Health and Hygiene,44.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,432.77
FDT04,17.25,Low Fat,0.11,Frozen Foods,40.18,OUT045,2002,,Tier 2,Supermarket Type1,510.67
FDS26,20.35,Low Fat,0.09,Dairy,261.66,OUT017,2007,,Tier 2,Supermarket Type1,7588.12
FDV50,14.3,Low Fat,0.12,Dairy,121.17,OUT018,2009,Medium,Tier 3,Supermarket Type2,2093.94
FDG02,,Low Fat,0.02,Canned,191.92,OUT019,1985,Small,Tier 1,Grocery Store,571.26
FDC28,7.905,Low Fat,0.05,Frozen Foods,108.63,OUT046,1997,Small,Tier 1,Supermarket Type1,1844.93
FDK21,7.905,Low Fat,0.01,Snack Foods,249.64,OUT049,1999,Medium,Tier 1,Supermarket Type1,3254.43
NCO42,21.25,Low Fat,0.02,Household,147.41,OUT017,2007,,Tier 2,Supermarket Type1,3791.07
FDB46,10.5,Regular,0.09,Snack Foods,211.82,OUT045,2002,,Tier 2,Supermarket Type1,3387.59
NCH54,,Low Fat,0.13,Household,158.39,OUT019,1985,Small,Tier 1,Grocery Store,159.79
FDL26,18,Low Fat,0.07,Canned,156.70,OUT017,2007,,Tier 2,Supermarket Type1,4206.52
NCQ30,7.725,Low Fat,0.03,Household,123.84,OUT045,2002,,Tier 2,Supermarket Type1,487.37
FDY50,5.8,Low Fat,0.13,Dairy,89.92,OUT035,2004,Small,Tier 2,Supermarket Type1,1516.69
FDX20,,Low Fat,0.07,Fruits and Vegetables,227.37,OUT019,1985,Small,Tier 1,Grocery Store,452.74
FDQ34,10.85,Low Fat,0.16,Snack Foods,107.06,OUT035,2004,Small,Tier 2,Supermarket Type1,741.04
FDN39,19.35,Regular,0.07,Meat,168.98,OUT035,2004,Small,Tier 2,Supermarket Type1,2852.29
FDB17,13.15,Low Fat,0.04,Frozen Foods,182.60,OUT046,1997,Small,Tier 1,Supermarket Type1,4165.24
